type,node_id,action,arguments,success,completion,status,nominal_cost,nominal_cost_std_dev,measured_cost,measured_cost_std_dev,estimated_cost,estimated_cost_std,residual_cost,residual_cost_std,t_start,t_end
2,move_action_node_robot2,move,robot2_start_wp_robot2_clean2,False,0,,7.91155793673465,0,9.011748634,0,7.91155793673465,1,1.10019069726535,1,1723533877.77909,1723533886.79499
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean1,False,0,,9.49065848629078,0,18.283701549,0,9.49065848629078,1,8.79304306270922,1,1723533877.77777,1723533896.06704
2,clean_action_node_robot1,clean,robot1_room1_clean1,False,0,,23.27813749653,0,15.01289522,0,23.27813749653,1,-8.26524227653003,1,1723533896.28316,1723533911.30164
2,clean_action_node_robot2,clean,robot2_room2_clean2,False,0,,34.5118032368153,0,28.481277787,0,34.5118032368153,1,-6.03052544981525,1,1723533887.08226,1723533915.56777
2,move_action_node_robot2,move,robot2_clean2_clean3,False,0,,12.3829133386014,0,14.961264672,0,12.3829133386014,1,2.57835133339861,1,1723533915.78068,1723533930.74642
2,move_action_node_robot1,move,robot1_clean1_clean3,False,0,,19.6225667907133,0,24.662259393,0,19.6225667907133,1,5.03969260228669,1,1723533911.58404,1723533936.2492
2,move_action_node_robot1,move,robot1_clean3_entrance,False,0,,18.8661784742848,0,24.011970792,0,18.8661784742848,1,5.1457923177152,1,1723533936.48435,1723533960.49848
2,clean_action_node_robot2,clean,robot2_room3_clean3,False,0,,38.9011702044458,0,39.041168038,0,38.9011702044458,1,0.139997833554197,1,1723533931.00314,1723533970.04718
2,move_action_node_robot2,move,robot2_clean3_hall,False,0,,12.2260989603074,0,13.760683185,0,12.2260989603074,1,1.53458422469261,1,1723533970.28136,1723533984.04496
2,attend_action_node_robot1,attend_person,robot1_persona_entrance_sofa,False,0,,20.5845325325451,0,25.661625925,0,20.5845325325451,1,5.07709339245486,1,1723533960.78247,1723533986.45003
2,patrol_action_node_robot2,patrol,robot2_hall,False,0,,0,0,10.100332615,0,0,1,10.100332615,1,1723533984.27712,1723533994.38101
2,move_action_node_robot2,move,robot2_hall_start_wp_robot2,False,0,,5.51691036251072,0,10.21197102,0,5.51691036251072,1,4.69506065748928,1,1723533997.43433,1723534007.6484
2,move_action_node_robot1,move,robot1_sofa_start_wp_robot1,False,0,,13.1669801799698,0,17.571666304,0,13.1669801799698,1,4.40468612403016,1,1723533997.43723,1723534015.01262
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean2,False,0,,5.7905600935599,0,6.271384706,0,5.7905600935599,1,0.4808246124401,1,1723534018.3378,1723534024.61262
2,move_action_node_robot2,move,robot2_start_wp_robot2_clean1,False,0,,7.52209177294931,0,11.210897317,0,7.52209177294931,1,3.68880554405069,1,1723534018.33913,1723534029.55273
2,clean_action_node_robot2,clean,robot2_room1_clean1,False,0,,23.4061495704195,0,14.610889449,0,23.4061495704195,1,-8.79526012141953,1,1723534029.83038,1723534044.44344
2,clean_action_node_robot1,clean,robot1_room2_clean2,False,0,,34.2486579373265,0,28.911044156,0,34.2486579373265,1,-5.3376137813265,1,1723534024.83904,1723534053.75422
2,move_action_node_robot2,move,robot2_clean1_entrance,False,0,,11.4935365307762,0,12.261573437,0,11.4935365307762,1,0.768036906223808,1,1723534044.72858,1723534056.99305
2,move_action_node_robot1,move,robot1_clean2_clean3,False,0,,12.279214604268,0,14.311246635,0,12.279214604268,1,2.03203203073199,1,1723534054.02349,1723534068.33758
2,attend_action_node_robot2,attend_person,robot2_persona_entrance_sofa,False,0,,20.2935410668088,0,23.461085634,0,20.2935410668088,1,3.16754456719116,1,1723534057.22389,1723534080.69035
2,clean_action_node_robot1,clean,robot1_room3_clean3,False,0,,38.1195784099974,0,38.241789976,0,38.1195784099974,1,0.122211566002633,1,1723534068.62944,1723534106.87362
2,move_action_node_robot1,move,robot1_clean3_hall,False,0,,11.9395888158881,0,14.161211185,0,11.9395888158881,1,2.22162236911195,1,1723534107.12481,1723534121.28831
2,patrol_action_node_robot1,patrol,robot1_hall,False,0,,0,0,10.100401854,0,0,1,10.100401854,1,1723534121.52184,1723534131.62804
2,move_action_node_robot1,move,robot1_hall_start_wp_robot1,False,0,,2.74719101861299,0,6.863940107,0,2.74719101861299,1,4.11674908838701,1,1723534134.63847,1723534141.50565
2,move_action_node_robot2,move,robot2_sofa_entrance,False,0,,20.8179232959179,0,24.063539229,0,20.8179232959179,1,3.24561593308211,1,1723534134.63367,1723534158.69975
2,move_action_node_robot2,move,robot2_entrance_start_wp_robot2,False,0,,4.22654368542317,0,7.610844424,0,4.22654368542317,1,3.38430073857683,1,1723534158.93403,1723534166.54702
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean2,False,0,,6.0388789247373,0,5.963197037,0,6.5197035371774,1,0.1098202789885,0.666666666666667,1723534169.88382,1723534175.85125
2,move_action_node_robot2,move,robot2_start_wp_robot2_clean1,False,0,,7.62491568972722,0,11.161692304,0,11.3137212337779,1,3.58745292419875,0.666666666666667,1723534169.89507,1723534181.06082
2,clean_action_node_robot2,clean,robot2_room1_clean1,False,0,,20.9654261964924,0,14.510909258,0,12.1701660750729,1,-7.23476466613477,0.666666666666667,1723534181.2922,1723534195.80736
2,clean_action_node_robot1,clean,robot1_room2_clean2,False,0,,34.3187559907879,0,26.170720161,0,28.9811422094614,1,-7.2112284803008,0.666666666666667,1723534176.09413,1723534202.27032
2,move_action_node_robot1,move,robot1_clean2_entrance,False,0,,13.8876147954363,0,16.110675774,0,13.8876147954363,1,2.22306097856366,1,1723534202.48812,1723534218.60204
2,move_action_node_robot2,move,robot2_clean1_clean3,False,0,,19.8166827843579,0,28.780976066,0,19.8166827843579,1,8.96429328164211,1,1723534196.08584,1723534224.87049
2,attend_action_node_robot1,attend_person,robot1_persona_entrance_sofa,False,0,,20.4605714886443,0,23.561934464,0,25.5376648810992,1,3.7599397810554,0.666666666666667,1723534218.88712,1723534242.45283
2,clean_action_node_robot2,clean,robot2_room3_clean3,False,0,,37.5839640753958,0,30.810923813,0,37.72396190895,1,-4.46869423041244,0.666666666666667,1723534225.18852,1723534256.00216
2,move_action_node_robot1,move,robot1_sofa_hall,False,0,,16.1088304809664,0,20.361693499,0,16.1088304809664,1,4.25286301803359,1,1723534242.68841,1723534263.05242
2,move_action_node_robot2,move,robot2_clean3_hall,False,0,,12.7050376108493,0,14.810793823,0,14.2396218355419,1,1.91536554966464,0.666666666666667,1723534256.28606,1723534271.10151
2,patrol_action_node_robot1,patrol,robot1_hall,False,0,,0,0,10.100303776,0,10.100401854,1,10.1003364686667,0.666666666666667,1723534263.28026,1723534273.38663
2,move_action_node_robot1,move,robot1_hall_start_wp_robot1,False,0,,2.44439429672252,0,6.742053856,0,6.56114338510953,1,4.23735606898066,0.666666666666667,1723534276.44787,1723534283.19228
2,move_action_node_robot2,move,robot2_hall_start_wp_robot2,False,0,,6.85292710203285,0,20.345308899,0,11.5479877595221,1,10.5599414171412,0.666666666666667,1723534276.44184,1723534296.78948
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean2,False,0,,6.04987125887631,0,6.761074808,0,6.15969153786481,0.666666666666667,0.485684822822994,0.625,1723534300.16283,1723534306.92606
2,move_action_node_robot2,move,robot2_start_wp_robot2_clean1,False,0,,7.81795728065956,0,11.26104697,0,11.4054102048583,0.666666666666667,3.49722590241231,0.625,1723534300.15641,1723534311.42025
2,clean_action_node_robot2,clean,robot2_room1_clean1,False,0,,20.7697660050329,0,15.221018949,0,13.5350013388981,0.666666666666667,-6.1810036598211,0.625,1723534311.66392,1723534326.88838
2,clean_action_node_robot1,clean,robot1_room2_clean2,False,0,,34.2554094479485,0,28.110766679,0,27.0441809676477,0.666666666666667,-6.5446124107056,0.625,1723534307.16103,1723534335.27465
2,move_action_node_robot2,move,robot2_clean1_entrance,False,0,,11.5134680583147,0,12.76093224,0,12.2815049645385,1,1.0876550898648,0.666666666666667,1723534327.15436,1723534339.91838
2,move_action_node_robot1,move,robot1_clean2_clean3,False,0,,12.4717645400099,0,15.161051595,0,14.5037965707419,1,2.47020204690406,0.666666666666667,1723534335.55213,1723534350.71615
2,attend_action_node_robot2,attend_person,robot2_persona_entrance_sofa,False,0,,20.1910066889808,0,24.261273487,0,23.3585512561719,1,3.76935938774321,0.666666666666667,1723534340.16002,1723534364.42579
2,move_action_node_robot2,move,robot2_sofa_hall,False,0,,16.1970831149012,0,20.161289454,0,16.1970831149012,1,3.96420633909884,1,1723534364.66179,1723534384.82553
2,patrol_action_node_robot2,patrol,robot2_hall,False,0,,0,0,10.100320364,0,10.100332615,1,10.1003244476667,0.666666666666667,1723534385.04879,1723534395.15555
2,clean_action_node_robot1,clean,robot1_room3_clean3,False,0,,39.7133585277335,0,51.310900814,0,39.8355700937361,1,7.77243204617857,0.666666666666667,1723534350.95846,1723534402.27264
2,move_action_node_robot1,move,robot1_clean3_hall,False,0,,11.7959478837671,0,16.960831478,0,14.017570252879,1,4.18379651919259,0.666666666666667,1723534402.55375,1723534419.51763
2,move_action_node_robot1,move,robot1_hall_start_wp_robot1,False,0,,3.54638915652767,0,6.611584924,0,7.78374522550833,0.666666666666667,3.50475588053795,0.625,1723534422.50025,1723534429.11437
2,move_action_node_robot2,move,robot2_hall_entrance,False,0,,9.81350986226183,0,12.515283206,0,9.81350986226183,1,2.70177334373817,1,1723534422.49546,1723534435.01361
2,move_action_node_robot2,move,robot2_entrance_start_wp_robot2,False,0,,4.22644976196338,0,7.980680858,0,7.6107505005402,1,3.63092097688336,0.666666666666667,1723534435.28687,1723534443.26994
2,move_action_node_robot2,move,robot2_start_wp_robot2_clean1,False,0,,7.76773895404633,0,11.011953583,0,11.2649648564586,0.625,3.34059987598553,0.619047619047619,1723534446.55577,1723534457.57082
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean3,False,0,,10.2658160518777,0,12.55342836,0,10.2658160518777,1,2.2876123081223,1,1723534446.5517,1723534459.10774
2,clean_action_node_robot2,clean,robot2_room1_clean1,False,0,,22.3933384452416,0,14.210775209,0,16.2123347854205,0.625,-7.42006434998614,0.619047619047619,1723534457.85049,1723534472.06414
2,move_action_node_robot2,move,robot2_clean1_clean2,False,0,,13.0576253388254,0,15.810878117,0,13.0576253388254,1,2.75325277817461,1,1723534472.34445,1723534488.15788
2,clean_action_node_robot1,clean,robot1_room3_clean3,False,0,,38.4647268156582,0,31.610730982,0,46.2371588618367,0.666666666666667,-1.36908537871938,0.625,1723534459.3559,1723534490.9696
2,move_action_node_robot1,move,robot1_clean3_clean2,False,0,,14.9298900022204,0,19.710967701,0,14.9298900022204,1,4.78107769877961,1,1723534491.24613,1723534510.95976
2,clean_action_node_robot2,clean,robot2_room2_clean2,False,0,,34.4939155619137,0,28.72076059,0,28.4633901120985,1,-5.85894513121422,0.666666666666667,1723534488.44825,1723534517.17134
2,move_action_node_robot1,move,robot1_clean2_hall,False,0,,8.19841473183569,0,11.211052695,0,8.19841473183569,1,3.01263796316431,1,1723534511.23967,1723534522.45299
2,move_action_node_robot2,move,robot2_clean2_entrance,False,0,,13.8318525626509,0,14.360851635,0,13.8318525626509,1,0.528999072349107,1,1723534517.44217,1723534531.8058
2,patrol_action_node_robot1,patrol,robot1_hall,False,0,,0,0,10.100270777,0,10.1003364686667,0.666666666666667,10.100295411375,0.625,1723534522.73663,1723534532.84023
2,attend_action_node_robot2,attend_person,robot2_persona_entrance_sofa,False,0,,20.5063787712463,0,25.080911246,0,24.2757381589895,0.666666666666667,4.27259256712477,0.625,1723534532.05039,1723534557.13432
2,move_action_node_robot1,move,robot1_hall_start_wp_robot1,False,0,,2.84569692374813,0,6.811642977,0,6.35045280428609,1,3.79025455888466,0.619047619047619,1723534560.28364,1723534567.09781
2,move_action_node_robot2,move,robot2_sofa_start_wp_robot2,False,0,,15.1573218956304,0,20.211100899,0,15.1573218956304,1,5.05377900336964,1,1723534560.28875,1723534580.5026
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean2,False,0,,5.82837188888766,0,6.414063161,0,6.31405671171066,0.625,0.547593577144968,0.619047619047619,1723534583.7527,1723534590.17004
2,move_action_node_robot2,move,robot2_start_wp_robot2_clean1,False,0,,7.66258274131809,0,10.962114948,0,11.0031826173036,0.619047619047619,3.31521258950693,0.618181818181818,1723534583.74647,1723534594.71129
2,clean_action_node_robot2,clean,robot2_room1_clean1,False,0,,23.1197516997556,0,15.0108617,0,15.6996873497695,0.619047619047619,-7.84588384257091,0.618181818181818,1723534594.95451,1723534609.96813
2,clean_action_node_robot1,clean,robot1_room2_clean2,False,0,,34.1933132897507,0,29.4110736,0,27.6487008790451,0.625,-5.45361977392401,0.619047619047619,1723534590.45411,1723534619.86808
2,move_action_node_robot2,move,robot2_clean1_entrance,False,0,,11.5025214349589,0,11.960792032,0,12.5901765248237,0.666666666666667,0.694289781849972,0.625,1723534610.24764,1723534622.21185
2,move_action_node_robot1,move,robot1_clean2_hall,False,0,,9.10936254342099,0,11.60087927,0,12.1220005065853,1,2.66522380544078,0.666666666666667,1723534620.14468,1723534631.75229
