type,node_id,action,arguments,success,completion,status,nominal_cost,nominal_cost_std_dev,measured_cost,measured_cost_std_dev,estimated_cost,estimated_cost_std,residual_cost,residual_cost_std,t_start,t_end
2,move_action_node_robot2,move,robot2_start_wp_robot2_entrance,False,0,,5.86976960797056,0,6.875622705,0,5.86976960797056,1,1.00585309702944,1,1723478664.39981,1723478671.28568
2,move_action_node_robot1,move,robot1_start_wp_robot1_clean2,False,0,,5.94637814656821,0,7.022730074,0,5.94637814656821,1,1.07635192743179,1,1723478664.40621,1723478671.43659
2,attend_action_node_robot2,attend_person,robot2_persona_entrance_sofa,False,0,,20.2615231103808,0,31.260917337,0,20.2615231103808,1,10.9993942266192,1,1723478671.60256,1723478702.86778
2,clean_action_node_robot1,clean,robot1_room2_clean2,False,0,,35.0536662068565,0,35.831319161,0,35.0536662068565,1,0.777652954143484,1,1723478671.70341,1723478707.54155
2,move_action_node_robot1,move,robot1_clean2_clean3,False,0,,12.305469166589,0,15.062682627,0,12.305469166589,1,2.757213460411,1,1723478707.80851,1723478722.87829
2,move_action_node_robot2,move,robot2_sofa_clean1,False,0,,22.1176861369109,0,26.811427794,0,22.1176861369109,1,4.6937416570891,1,1723478703.10986,1723478729.92774
2,clean_action_node_robot2,clean,robot2_room1_clean1,False,0,,23.0653998415219,0,14.714417228,0,23.0653998415219,1,-8.35098261352186,1,1723478730.20575,1723478744.92925
2,move_action_node_robot2,move,robot2_clean1_hall,False,0,,13.5484449605698,0,16.161399514,0,13.5484449605698,1,2.61295455343025,1,1723478745.20329,1723478761.36979
2,clean_action_node_robot1,clean,robot1_room3_clean3,False,0,,38.1467099598476,0,47.982070008,0,38.1467099598476,1,9.83536004815237,1,1723478723.13048,1723478771.11843
2,patrol_action_node_robot2,patrol,robot2_hall,False,0,,0,0,10.100471745,0,0,1,10.100471745,1,1723478761.59702,1723478771.70895
2,move_action_node_robot2,move,robot2_hall_start_wp_robot2,False,0,,5.44171079041128,0,10.113428041,0,5.44171079041128,1,4.67171725058872,1,1723478777.62048,1723478787.74074
2,move_action_node_robot1,move,robot1_clean3_start_wp_robot1,False,0,,11.9636841226788,0,17.263063699,0,11.9636841226788,1,5.2993795763212,1,1723478777.60994,1723478794.87789
2,move_action_node_robot2,move,robot2_start_wp_robot2_entrance,False,0,,6.26586127370143,0,8.163837003,0,7.27171437073087,1,1.60060151854219,0.666666666666667,1723478801.23455,1723478809.40842
2,attend_action_node_robot2,attend_person,robot2_persona_entrance_sofa,False,0,,20.46027819233,0,25.940506798,0,31.4596724189492,1,7.31995047931971,0.666666666666667,1723478809.65545,1723478835.60751
